datetime,date,year,month,day,wday,hour,minute,color,direction,station,problem,type,delay,order,average_rides
2015-10-01T09:19:00Z,10/1/15,2015,10,1,Thu,9,19,Silver,Largo Town Center,Stadium-Armory,schedule adherence/improved train spacing,Train delay,6,23,2809
2015-10-01T09:25:00Z,10/1/15,2015,10,1,Thu,9,25,Silver,Largo Town Center,Stadium-Armory,schedule adherence/improved train spacing,Train delay,6,23,2809
2015-10-01T09:54:00Z,10/1/15,2015,10,1,Thu,9,54,Silver,Largo Town Center,Stadium-Armory,schedule adherence/improved train spacing,Train delay,6,23,2809
2015-10-01T10:29:00Z,10/1/15,2015,10,1,Thu,10,29,Red,Shady Grove,Judiciary Sq,a signal problem,Mechanical,9,17,8778
2015-10-01T14:19:00Z,10/1/15,2015,10,1,Thu,14,19,Red,Shady Grove,Farragut North,a door problem,Mechanical,9,14,25294
2015-10-01T15:17:00Z,10/1/15,2015,10,1,Thu,15,17,Yellow,Mt. Vernon Square,Huntington,a signal problem,Mechanical,6,1,7922
2015-10-01T16:45:00Z,10/1/15,2015,10,1,Thu,16,45,Orange,Vienna,Landover,striking a deer,Track obstruction,4,25,1938
2015-10-01T16:46:00Z,10/1/15,2015,10,1,Thu,16,46,Red,Grosvenor-Strathmore,Union Station,a door problem,Mechanical,9,18,31186
2015-10-01T17:02:00Z,10/1/15,2015,10,1,Thu,17,2,Blue,Largo Town Center,Stadium-Armory,a brake problem,Mechanical,5,22,2809
2015-10-01T18:05:00Z,10/1/15,2015,10,1,Thu,18,5,Blue,Largo Town Center,Franconia-Springfield,did not operate,Train delay,12,1,7771
2015-10-01T18:14:00Z,10/1/15,2015,10,1,Thu,18,14,Green,Greenbelt,Anacostia,a brake problem,Mechanical,6,6,7172
2015-10-01T19:01:00Z,10/1/15,2015,10,1,Thu,19,1,Yellow,Huntington,Eisenhower Ave,a medical emergency,Passenger issue,8,2,1757
2015-10-01T19:10:00Z,10/1/15,2015,10,1,Thu,19,10,Orange,Vienna,Federal Center SW,a brake problem,Mechanical,9,17,5373
2015-09-30T06:12:00Z,9/30/15,2015,9,30,Wed,6,12,Blue,Largo Town Center,Franconia-Springfield,an operational problem,Train delay,9,1,7771
2015-09-30T06:30:00Z,9/30/15,2015,9,30,Wed,6,30,Blue,Largo Town Center,Franconia-Springfield,an operational problem,Train delay,8,1,7771
2015-09-30T06:45:00Z,9/30/15,2015,9,30,Wed,6,45,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6315
2015-09-30T06:55:00Z,9/30/15,2015,9,30,Wed,6,55,Red,Glenmont,Farragut North,an operational problem,Train delay,6,14,25294
2015-09-30T08:11:00Z,9/30/15,2015,9,30,Wed,8,11,Red,Shady Grove,Grosvenor-Strathmore,a brake problem,Mechanical,6,5,5557
2015-09-30T08:31:00Z,9/30/15,2015,9,30,Wed,8,31,Red,Glenmont,Shady Grove,did not operate,Train delay,6,1,12609
2015-09-30T08:59:00Z,9/30/15,2015,9,30,Wed,8,59,Green,Branch Avenue,L'Enfant Plaza,a brake problem,Mechanical,6,9,20367
2015-09-30T09:06:00Z,9/30/15,2015,9,30,Wed,9,6,Yellow,Mt. Vernon Square,Pentagon,schedule adherence/improved train spacing,Train delay,6,8,15145
2015-09-30T15:24:00Z,9/30/15,2015,9,30,Wed,15,24,Red,Silver Spring,Rhode Island Ave-Brentwood,a brake problem,Mechanical,6,20,6001
2015-09-30T17:53:00Z,9/30/15,2015,9,30,Wed,17,53,Orange,Vienna,Smithsonian,an equipment problem,Mechanical,8,15,10684
2015-09-30T20:33:00Z,9/30/15,2015,9,30,Wed,20,33,Blue,Franconia-Springfield,Capitol South,an equipment problem,Mechanical,9,19,7973
2015-09-30T21:46:00Z,9/30/15,2015,9,30,Wed,21,46,Blue,Franconia-Springfield,King St-Old Town,an operational problem,Train delay,7,3,8908
2015-09-29T05:11:00Z,9/29/15,2015,9,29,Tue,5,11,Orange,New Carrollton,Vienna-Fairfax,unscheduled track work,Maintenance,8,1,11458
2015-09-29T05:43:00Z,9/29/15,2015,9,29,Tue,5,43,Red,Shady Grove,Union Station,a door problem,Mechanical,6,18,31186
2015-09-29T06:24:00Z,9/29/15,2015,9,29,Tue,6,24,Blue,Largo Town Center,Franconia-Springfield,an operational problem,Train delay,13,1,7771
2015-09-29T06:31:00Z,9/29/15,2015,9,29,Tue,6,31,Yellow,Huntington,Mt. Vernon Sq,schedule adherence/improved train spacing,Train delay,6,12,4629
2015-09-29T06:45:00Z,9/29/15,2015,9,29,Tue,6,45,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6315
2015-09-29T06:53:00Z,9/29/15,2015,9,29,Tue,6,53,Yellow,Mt. Vernon Square,Ronald Reagan National Airport,schedule adherence/improved train spacing,Train delay,6,5,7284
2015-09-29T07:03:00Z,9/29/15,2015,9,29,Tue,7,3,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6315
2015-09-29T07:57:00Z,9/29/15,2015,9,29,Tue,7,57,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,6145
2015-09-29T11:27:00Z,9/29/15,2015,9,29,Tue,11,27,Orange,New Carrollton,Stadium-Armory,an operational problem,Train delay,10,21,2809
2015-09-29T14:25:00Z,9/29/15,2015,9,29,Tue,14,25,Orange,New Carrollton,East Falls Church,an equipment problem,Mechanical,8,4,4399
2015-09-29T14:47:00Z,9/29/15,2015,9,29,Tue,14,47,Red,Shady Grove,Wheaton,a door problem,Mechanical,5,26,4231
2015-09-29T15:17:00Z,9/29/15,2015,9,29,Tue,15,17,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-29T15:26:00Z,9/29/15,2015,9,29,Tue,15,26,Blue,Largo Town Center,Braddock Rd,an operational problem,Train delay,6,4,4725
2015-09-29T15:35:00Z,9/29/15,2015,9,29,Tue,15,35,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-29T15:45:00Z,9/29/15,2015,9,29,Tue,15,45,Red,Shady Grove,Dupont Circle,an operational problem,Train delay,6,13,20415
2015-09-29T15:47:00Z,9/29/15,2015,9,29,Tue,15,47,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-29T15:59:00Z,9/29/15,2015,9,29,Tue,15,59,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-29T16:08:00Z,9/29/15,2015,9,29,Tue,16,8,Orange,Vienna,Potomac Ave,police activity,Official business,8,20,3783
2015-09-29T16:42:00Z,9/29/15,2015,9,29,Tue,16,42,Green,Greenbelt,Prince George's Plaza,a brake problem,Mechanical,6,19,5061
2015-09-29T16:58:00Z,9/29/15,2015,9,29,Tue,16,58,Green,Branch Avenue,Waterfront,an operational problem,Train delay,7,8,4180
2015-09-29T17:46:00Z,9/29/15,2015,9,29,Tue,17,46,Green,Branch Avenue,L'Enfant Plaza,a door problem,Mechanical,6,9,20367
2015-09-29T18:39:00Z,9/29/15,2015,9,29,Tue,18,39,Orange,Vienna,McPherson Sq,a brake problem,Mechanical,24,12,15635
2015-09-29T18:55:00Z,9/29/15,2015,9,29,Tue,18,55,Red,Glenmont,Grosvenor-Strathmore,an operational problem,Train delay,6,5,5557
2015-09-29T20:16:00Z,9/29/15,2015,9,29,Tue,20,16,Silver,Wiehle-Reston East,Tysons Corner,an equipment problem,Mechanical,12,4,3141
2015-09-29T22:29:00Z,9/29/15,2015,9,29,Tue,22,29,Red,Glenmont,Van Ness-UDC,an equipment problem,Mechanical,15,10,6266
2015-09-29T22:40:00Z,9/29/15,2015,9,29,Tue,22,40,Silver,Wiehle-Reston East,Morgan Blvd,a no-passenger train experiencing a brake problem,Mechanical,8,27,2112
2015-09-28T07:01:00Z,9/28/15,2015,9,28,Mon,7,1,Blue,Franconia-Springfield,McPherson Sq,an equipment problem,Mechanical,4,13,15635
2015-09-28T07:32:00Z,9/28/15,2015,9,28,Mon,7,32,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,11458
2015-09-28T08:13:00Z,9/28/15,2015,9,28,Mon,8,13,Yellow,Franconia-Springfield,L'Enfant Plaza,an equipment problem,Mechanical,12,9,20367
2015-09-28T08:14:00Z,9/28/15,2015,9,28,Mon,8,14,Green,Greenbelt,Prince George's Plaza,an unattended package,Unattended package,6,19,5061
2015-09-28T08:19:00Z,9/28/15,2015,9,28,Mon,8,19,Orange,New Carrollton,East Falls Church,a brake problem,Mechanical,8,4,4399
2015-09-28T11:20:00Z,9/28/15,2015,9,28,Mon,11,20,Red,Glenmont,Woodley Park,an operational problem,Train delay,7,12,7093
2015-09-28T15:47:00Z,9/28/15,2015,9,28,Mon,15,47,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-28T15:59:00Z,9/28/15,2015,9,28,Mon,15,59,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-28T16:19:00Z,9/28/15,2015,9,28,Mon,16,19,Orange,Vienna,Cheverly,a brake problem,Mechanical,8,24,1357
2015-09-28T16:30:00Z,9/28/15,2015,9,28,Mon,16,30,Yellow,Mt. Vernon Square,Ronald Reagan National Airport,a brake problem,Mechanical,6,5,7284
2015-09-28T17:10:00Z,9/28/15,2015,9,28,Mon,17,10,Green,Branch Avenue,Southern Ave,police activity,Official business,7,4,4789
2015-09-28T17:14:00Z,9/28/15,2015,9,28,Mon,17,14,Red,Grosvenor-Strathmore,Farragut North,a door problem,Mechanical,4,14,25294
2015-09-28T17:49:00Z,9/28/15,2015,9,28,Mon,17,49,Green,Branch Avenue,Prince George's Plaza,an operational problem,Train delay,6,19,5061
2015-09-28T19:59:00Z,9/28/15,2015,9,28,Mon,19,59,Green,Greenbelt,Congress Heights,a door problem,Mechanical,7,5,2666
2015-09-28T20:58:00Z,9/28/15,2015,9,28,Mon,20,58,Red,Shady Grove,Friendship Heights,a track problem Several trains were single tracked around the incident Passengers experienced an 8-minute delay,Track obstruction,8,8,9466
2015-09-27T13:53:00Z,9/27/15,2015,9,27,Sun,13,53,Orange,New Carrollton,Vienna-Fairfax,an equipment problem,Mechanical,4,1,11458
2015-09-27T14:09:00Z,9/27/15,2015,9,27,Sun,14,9,Silver,Largo Town Center,Spring Hill,a brake problem,Mechanical,24,2,1406
2015-09-27T16:05:00Z,9/27/15,2015,9,27,Sun,16,5,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,24,1,11458
2015-09-26T07:14:00Z,9/26/15,2015,9,26,Sat,7,14,Orange,Vienna,West Falls Church,a brake problem,Mechanical,6,3,3051
2015-09-26T07:21:00Z,9/26/15,2015,9,26,Sat,7,21,Orange,New Carrollton,Vienna-Fairfax,an equipment problem,Mechanical,6,1,11458
2015-09-26T12:50:00Z,9/26/15,2015,9,26,Sat,12,50,Green,Branch Avenue,Georgia Ave-Petworth,a medical emergency,Passenger issue,4,16,6296
2015-09-26T15:26:00Z,9/26/15,2015,9,26,Sat,15,26,Orange,Vienna,West Falls Church,a brake problem,Mechanical,4,3,3051
2015-09-26T15:50:00Z,9/26/15,2015,9,26,Sat,15,50,Green,Branch Avenue,College Park-U of MD,an equipment problem,Mechanical,5,20,4389
2015-09-26T18:52:00Z,9/26/15,2015,9,26,Sat,18,52,Red,Shady Grove,Judiciary Sq,a door problem,Mechanical,13,17,8778
2015-09-25T08:05:00Z,9/25/15,2015,9,25,Fri,8,5,Red,Glenmont,Gallery Pl-Chinatown,a brake problem,Mechanical,4,16,25820
2015-09-25T08:25:00Z,9/25/15,2015,9,25,Fri,8,25,Yellow,Greenbelt,L'Enfant Plaza,a brake problem,Mechanical,5,9,20367
2015-09-25T08:29:00Z,9/25/15,2015,9,25,Fri,8,29,Red,Glenmont,Rockville,an equipment problem,Mechanical,6,2,4424
2015-09-25T08:33:00Z,9/25/15,2015,9,25,Fri,8,33,Red,Silver Spring,Rhode Island Ave-Brentwood,a brake problem,Mechanical,6,20,6001
2015-09-25T09:15:00Z,9/25/15,2015,9,25,Fri,9,15,Silver,Wiehle-Reston East,Clarendon,an equipment problem,Mechanical,8,9,4882
2015-09-25T13:29:00Z,9/25/15,2015,9,25,Fri,13,29,Yellow,Huntington,Pentagon City,schedule adherence/improved train spacing,Train delay,6,7,14427
2015-09-25T14:55:00Z,9/25/15,2015,9,25,Fri,14,55,Red,Shady Grove,Silver Spring,an equipment problem,Mechanical,6,24,13008
2015-09-25T16:12:00Z,9/25/15,2015,9,25,Fri,16,12,Blue,Largo Town Center,Franconia-Springfield,an operational problem,Train delay,8,1,7771
2015-09-25T16:18:00Z,9/25/15,2015,9,25,Fri,16,18,Yellow,Mt. Vernon Square,Ronald Reagan National Airport,schedule adherence/improved train spacing,Train delay,6,5,7284
2015-09-25T17:34:00Z,9/25/15,2015,9,25,Fri,17,34,Orange,Vienna,Stadium-Armory,a brake problem,Mechanical,17,21,2809
2015-09-25T17:42:00Z,9/25/15,2015,9,25,Fri,17,42,Silver,Wiehle-Reston East,Stadium-Armory,schedule adherence/improved train spacing,Train delay,6,23,2809
2015-09-25T19:00:00Z,9/25/15,2015,9,25,Fri,19,0,Red,Shady Grove,Forest Glen,a brake problem,Mechanical,6,25,2382
2015-09-25T23:33:00Z,9/25/15,2015,9,25,Fri,23,33,Yellow,Huntington,Mt. Vernon Sq,did not operate,Train delay,13,12,4629
2015-09-25T23:57:00Z,9/25/15,2015,9,25,Fri,23,57,Yellow,Huntington,Mt. Vernon Sq,an equipment problem,Mechanical,9,12,4629
2015-09-24T06:10:00Z,9/24/15,2015,9,24,Thu,6,10,Blue,Franconia-Springfield,Foggy Bottom-GWU,a medical emergency,Passenger issue,5,11,21462
2015-09-24T06:11:00Z,9/24/15,2015,9,24,Thu,6,11,Orange,New Carrollton,East Falls Church,a track problem,Track obstruction,12,4,4399
2015-09-24T06:16:00Z,9/24/15,2015,9,24,Thu,6,16,Blue,Largo Town Center,King St-Old Town,did not operate,Train delay,8,3,8908
2015-09-24T07:53:00Z,9/24/15,2015,9,24,Thu,7,53,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-24T08:10:00Z,9/24/15,2015,9,24,Thu,8,10,Yellow,Mt. Vernon Square,Braddock Rd,schedule adherence/improved train spacing,Train delay,6,4,4725
2015-09-24T09:54:00Z,9/24/15,2015,9,24,Thu,9,54,Red,Shady Grove,Judiciary Sq,a signal problem,Mechanical,5,17,8778
2015-09-24T11:35:00Z,9/24/15,2015,9,24,Thu,11,35,Blue,Franconia-Springfield,Federal Center SW,a brake problem,Mechanical,7,18,5373
2015-09-24T11:40:00Z,9/24/15,2015,9,24,Thu,11,40,Silver,Wiehle-Reston East,Federal Center SW,schedule adherence/improved train spacing,Train delay,6,19,5373
2015-09-24T15:32:00Z,9/24/15,2015,9,24,Thu,15,32,Blue,Franconia-Springfield,Ronald Reagan National Airport,an equipment problem,Mechanical,3,5,7284
2015-09-24T15:35:00Z,9/24/15,2015,9,24,Thu,15,35,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-24T15:53:00Z,9/24/15,2015,9,24,Thu,15,53,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-24T16:51:00Z,9/24/15,2015,9,24,Thu,16,51,Blue,Largo Town Center,Arlington Cemetery,schedule adherence/improved train spacing,Train delay,6,9,1918
2015-09-24T19:29:00Z,9/24/15,2015,9,24,Thu,19,29,Green,Greenbelt,College Park-U of MD,schedule adherence/improved train spacing,Train delay,17,20,4389
2015-09-23T05:21:00Z,9/23/15,2015,9,23,Wed,5,21,Red,Glenmont,Rhode Island Ave-Brentwood,did not operate,Train delay,20,20,6001
2015-09-23T05:39:00Z,9/23/15,2015,9,23,Wed,5,39,Green,Branch Avenue,Greenbelt,an operational problem,Train delay,7,21,6315
2015-09-23T06:35:00Z,9/23/15,2015,9,23,Wed,6,35,Red,Grosvenor-Strathmore,Dupont Circle,an equipment problem,Mechanical,5,13,20415
2015-09-23T08:04:00Z,9/23/15,2015,9,23,Wed,8,4,Red,Grosvenor-Strathmore,Medical Center,a door problem,Mechanical,4,6,5663
2015-09-23T08:33:00Z,9/23/15,2015,9,23,Wed,8,33,Red,Glenmont,Dupont Circle,a brake problem,Mechanical,9,13,20415
2015-09-23T14:28:00Z,9/23/15,2015,9,23,Wed,14,28,Green,Greenbelt,Mt. Vernon Sq,a door problem,Mechanical,6,12,4629
2015-09-23T15:15:00Z,9/23/15,2015,9,23,Wed,15,15,Green,Branch Avenue,Navy Yard-Ballpark,maintenance activity,Maintenance,4,7,10569
2015-09-23T16:59:00Z,9/23/15,2015,9,23,Wed,16,59,Blue,Largo Town Center,L'Enfant Plaza,a brake problem,Mechanical,6,17,20367
2015-09-23T17:35:00Z,9/23/15,2015,9,23,Wed,17,35,Orange,New Carrollton,Cheverly,a brake problem,Mechanical,6,24,1357
2015-09-23T17:36:00Z,9/23/15,2015,9,23,Wed,17,36,Yellow,Huntington,Braddock Rd,a brake problem,Mechanical,6,4,4725
2015-09-22T05:00:00Z,9/22/15,2015,9,22,Tue,5,0,Green,Greenbelt,Branch Ave,an operational problem,Train delay,10,1,6145
2015-09-22T05:58:00Z,9/22/15,2015,9,22,Tue,5,58,Blue,Franconia-Springfield,Foggy Bottom-GWU,a track problem,Track obstruction,7,11,21462
2015-09-22T06:04:00Z,9/22/15,2015,9,22,Tue,6,4,Blue,Largo Town Center,King St-Old Town,did not operate,Train delay,8,3,8908
2015-09-22T07:03:00Z,9/22/15,2015,9,22,Tue,7,3,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6315
2015-09-22T07:45:00Z,9/22/15,2015,9,22,Tue,7,45,Red,Glenmont,Rockville,an equipment problem,Mechanical,6,2,4424
2015-09-22T08:03:00Z,9/22/15,2015,9,22,Tue,8,3,Red,Shady Grove,NoMa-Gallaudet U,a brake problem,Mechanical,4,19,9226
2015-09-22T08:27:00Z,9/22/15,2015,9,22,Tue,8,27,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6315
2015-09-22T08:28:00Z,9/22/15,2015,9,22,Tue,8,28,Green,Greenbelt,Mt. Vernon Sq,did not operate,Train delay,6,12,4629
2015-09-22T09:35:00Z,9/22/15,2015,9,22,Tue,9,35,Red,Silver Spring,Union Station,an unauthorized person on the track,Track obstruction,5,18,31186
2015-09-22T09:48:00Z,9/22/15,2015,9,22,Tue,9,48,Red,Silver Spring,Woodley Park,a brake problem,Mechanical,6,12,7093
2015-09-22T13:45:00Z,9/22/15,2015,9,22,Tue,13,45,Red,Glenmont,Union Station,an equipment problem,Mechanical,6,18,31186
2015-09-22T14:30:00Z,9/22/15,2015,9,22,Tue,14,30,Red,Shady Grove,Rhode Island Ave-Brentwood,an equipment problem,Mechanical,6,20,6001
2015-09-22T15:59:00Z,9/22/15,2015,9,22,Tue,15,59,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-22T16:38:00Z,9/22/15,2015,9,22,Tue,16,38,Red,Shady Grove,Grosvenor-Strathmore,a brake problem,Mechanical,6,5,5557
2015-09-22T17:39:00Z,9/22/15,2015,9,22,Tue,17,39,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6315
2015-09-21T05:36:00Z,9/21/15,2015,9,21,Mon,5,36,Blue,Largo Town Center,Franconia-Springfield,an operational problem,Train delay,11,1,7771
2015-09-21T05:37:00Z,9/21/15,2015,9,21,Mon,5,37,Orange,New Carrollton,Vienna-Fairfax,an operational problem,Train delay,13,1,11458
2015-09-21T06:30:00Z,9/21/15,2015,9,21,Mon,6,30,Orange,New Carrollton,West Falls Church,a brake problem,Mechanical,6,3,3051
2015-09-21T14:19:00Z,9/21/15,2015,9,21,Mon,14,19,Red,Silver Spring,Fort Totten,police activity,Official business,4,22,7932
2015-09-21T15:44:00Z,9/21/15,2015,9,21,Mon,15,44,Red,Glenmont,Brookland-CUA,police activity,Official business,10,21,6619
2015-09-21T18:19:00Z,9/21/15,2015,9,21,Mon,18,19,Red,Shady Grove,Rhode Island Ave-Brentwood,a brake problem,Mechanical,6,20,6001
2015-09-21T18:20:00Z,9/21/15,2015,9,21,Mon,18,20,Red,Glenmont,Union Station,a brake problem,Mechanical,6,18,31186
2015-09-21T23:32:00Z,9/21/15,2015,9,21,Mon,23,32,Silver,Wiehle-Reston East,East Falls Church,police activity,Official business,8,6,4399
2015-09-20T07:53:00Z,9/20/15,2015,9,20,Sun,7,53,Orange,Vienna,Eastern Market,a brake problem,Mechanical,18,19,6194
2015-09-20T12:35:00Z,9/20/15,2015,9,20,Sun,12,35,Silver,Wiehle-Reston East,Stadium-Armory,an unauthorized person on the track,Track obstruction,4,23,2809
2015-09-20T20:30:00Z,9/20/15,2015,9,20,Sun,20,30,Blue,Franconia-Springfield,Benning Road,a medical emergency,Passenger issue,4,23,3154
2015-09-19T03:00:00Z,9/19/15,2015,9,19,Sat,3,0,Blue,Franconia-Springfield,Rosslyn,an equipment problem,Mechanical,7,10,14815
2015-09-19T09:05:00Z,9/19/15,2015,9,19,Sat,9,5,Silver,Largo Town Center,McPherson Sq,a brake problem,Mechanical,13,14,15635
2015-09-19T11:35:00Z,9/19/15,2015,9,19,Sat,11,35,Red,Glenmont,Rockville,an equipment problem,Mechanical,8,2,4424
2015-09-19T11:53:00Z,9/19/15,2015,9,19,Sat,11,53,Orange,Vienna,Deanwood,police activity,Official business,5,23,1556
2015-09-19T13:56:00Z,9/19/15,2015,9,19,Sat,13,56,Blue,Franconia-Springfield,Capitol South,a brake problem,Mechanical,24,19,7973
2015-09-19T14:17:00Z,9/19/15,2015,9,19,Sat,14,17,Green,Greenbelt,Southern Ave,a medical emergency,Passenger issue,24,4,4789
2015-09-19T15:04:00Z,9/19/15,2015,9,19,Sat,15,4,Green,Branch Avenue,Greenbelt,an operational problem,Train delay,8,21,6315
2015-09-19T18:38:00Z,9/19/15,2015,9,19,Sat,18,38,Red,Shady Grove,Takoma,a brake problem,Mechanical,20,23,5774
2015-09-19T23:15:00Z,9/19/15,2015,9,19,Sat,23,15,Blue,Largo Town Center,Van Dorn St,striking a deer,Track obstruction,24,2,3234
2015-09-18T05:32:00Z,9/18/15,2015,9,18,Fri,5,32,Green,Greenbelt,Suitland,unscheduled track work,Maintenance,8,2,5261
2015-09-18T06:48:00Z,9/18/15,2015,9,18,Fri,6,48,Red,Shady Grove,Takoma,an equipment problem,Mechanical,3,23,5774
2015-09-18T07:10:00Z,9/18/15,2015,9,18,Fri,7,10,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,8349
2015-09-18T07:44:00Z,9/18/15,2015,9,18,Fri,7,44,Red,Grosvenor-Strathmore,Silver Spring,did not operate,Train delay,9,24,13008
2015-09-18T07:49:00Z,9/18/15,2015,9,18,Fri,7,49,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,11458
2015-09-18T14:23:00Z,9/18/15,2015,9,18,Fri,14,23,Green,Branch Avenue,Fort Totten,police activity,Official business,9,17,7932
2015-09-18T14:48:00Z,9/18/15,2015,9,18,Fri,14,48,Red,Grosvenor-Strathmore,Glenmont,did not operate,Train delay,6,27,6185
2015-09-18T15:43:00Z,9/18/15,2015,9,18,Fri,15,43,Orange,Vienna,Potomac Ave,a brake problem,Mechanical,6,20,3783
2015-09-18T16:05:00Z,9/18/15,2015,9,18,Fri,16,5,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,11458
2015-09-18T16:23:00Z,9/18/15,2015,9,18,Fri,16,23,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-18T17:15:00Z,9/18/15,2015,9,18,Fri,17,15,Silver,Largo Town Center,Foggy Bottom-GWU,a door problem,Mechanical,9,12,21462
2015-09-18T17:37:00Z,9/18/15,2015,9,18,Fri,17,37,Red,Grosvenor-Strathmore,Farragut North,a signal problem,Mechanical,6,14,25294
2015-09-18T17:50:00Z,9/18/15,2015,9,18,Fri,17,50,Yellow,Huntington,King St-Old Town,schedule adherence/improved train spacing,Train delay,6,3,8908
2015-09-18T18:21:00Z,9/18/15,2015,9,18,Fri,18,21,Green,Branch Avenue,Georgia Ave-Petworth,an operational problem,Train delay,6,16,6296
2015-09-18T18:42:00Z,9/18/15,2015,9,18,Fri,18,42,Red,Grosvenor-Strathmore,Friendship Heights,an operational problem,Train delay,6,8,9466
2015-09-18T23:06:00Z,9/18/15,2015,9,18,Fri,23,6,Red,Glenmont,Metro Center,a brake problem,Mechanical,24,15,27058
2015-09-17T06:14:00Z,9/17/15,2015,9,17,Thu,6,14,Green,Branch Avenue,Southern Ave,a door problem,Mechanical,14,4,4789
2015-09-17T06:21:00Z,9/17/15,2015,9,17,Thu,6,21,Orange,New Carrollton,Farragut West,a door problem,Mechanical,8,11,22374
2015-09-17T06:25:00Z,9/17/15,2015,9,17,Thu,6,25,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,6145
2015-09-17T06:38:00Z,9/17/15,2015,9,17,Thu,6,38,Orange,New Carrollton,Metro Center,a brake problem,Mechanical,8,13,27058
2015-09-17T07:37:00Z,9/17/15,2015,9,17,Thu,7,37,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,11458
2015-09-17T07:52:00Z,9/17/15,2015,9,17,Thu,7,52,Red,Shady Grove,Cleveland Park,a door problem,Mechanical,9,11,4366
2015-09-17T07:57:00Z,9/17/15,2015,9,17,Thu,7,57,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,6145
2015-09-17T08:37:00Z,9/17/15,2015,9,17,Thu,8,37,Green,Branch Avenue,Anacostia,an operational problem,Train delay,6,6,7172
2015-09-17T09:11:00Z,9/17/15,2015,9,17,Thu,9,11,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7922
2015-09-17T09:44:00Z,9/17/15,2015,9,17,Thu,9,44,Red,Glenmont,Dupont Circle,a brake problem,Mechanical,5,13,20415
2015-09-17T12:35:00Z,9/17/15,2015,9,17,Thu,12,35,Blue,Franconia-Springfield,Crystal City,an operational problem,Train delay,9,6,12008
2015-09-17T15:41:00Z,9/17/15,2015,9,17,Thu,15,41,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,11458
2015-09-17T15:53:00Z,9/17/15,2015,9,17,Thu,15,53,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,11458
2015-09-17T16:05:00Z,9/17/15,2015,9,17,Thu,16,5,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,11458
2015-09-17T16:16:00Z,9/17/15,2015,9,17,Thu,16,16,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,8588
2015-09-17T16:22:00Z,9/17/15,2015,9,17,Thu,16,22,Red,Glenmont,Union Station,a brake problem,Mechanical,6,18,31186
2015-09-16T06:45:00Z,9/16/15,2015,9,16,Wed,6,45,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6315
2015-09-16T07:03:00Z,9/16/15,2015,9,16,Wed,7,3,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6315
2015-09-16T07:10:00Z,9/16/15,2015,9,16,Wed,7,10,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,8349
2015-09-16T07:24:00Z,9/16/15,2015,9,16,Wed,7,24,Orange,New Carrollton,Deanwood,an equipment problem,Mechanical,4,23,1556
2015-09-16T07:40:00Z,9/16/15,2015,9,16,Wed,7,40,Silver,Wiehle-Reston East,Metro Center,an operational problem,Train delay,6,15,27058
2015-09-16T07:57:00Z,9/16/15,2015,9,16,Wed,7,57,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,6145
